78:21:84:93:59:44,0
24:d7:eb:38:e7:74,0
78:21:84:93:5a:a0,0
78:21:84:93:57:3c,0
78:21:84:93:57:54,1000
24:d7:eb:38:cd:00,0
24:d7:eb:38:e6:d0,0
24:d7:eb:38:e9:40,0
24:d7:eb:38:ef:28,0
24:d7:eb:38:d8:64,0
24:d7:eb:38:cc:f0,0
24:d7:eb:38:cc:60,0
24:d7:eb:38:f6:48,1000
24:d7:eb:38:e3:7c,0
24:d7:eb:38:c8:d8,0
24:d7:eb:38:fa:00,1000
24:d7:eb:38:d6:c4,0
78:21:84:93:57:80,0
78:21:84:93:5c:f4,0
24:d7:eb:38:f1:a0,0
78:21:84:93:51:18,0
78:21:84:93:54:c0,0
78:21:84:93:58:50,0
78:21:84:93:56:d4,0
78:21:84:93:4b:fc,0
78:21:84:93:57:f0,1000
78:21:84:93:5a:c8,0
78:21:84:93:55:f8,0
78:21:84:93:58:e0,0
78:21:84:93:5a:a8,1000
78:21:84:93:5a:50,0
78:21:84:93:5b:54,0
24:d7:eb:38:e0:dc,0
78:21:84:93:4d:68,0
78:21:84:93:5e:e4,0
78:21:84:93:58:30,0
24:d7:eb:38:de:1c,0
24:d7:eb:38:e1:04,0
78:21:84:93:5a:84,0
78:21:84:93:4f:9c,0
24:d7:eb:38:cd:5c,1000
24:d7:eb:38:e3:1c,0
24:d7:eb:38:da:68,0
78:21:84:93:5c:f0,1000
24:d7:eb:38:cf:ec,0
24:d7:eb:38:cc:e4,0
24:d7:eb:38:ef:24,0
78:21:84:93:50:f0,0
78:21:84:93:54:c4,0
78:21:84:93:5a:64,0
78:21:84:93:5c:ac,0
78:21:84:93:54:b4,0
78:21:84:93:54:a0,1000
78:21:84:93:4f:04,0
78:21:84:93:56:10,0
78:21:84:93:51:4c,0
24:d7:eb:38:f3:6c,0
78:21:84:93:56:c0,0
78:21:84:93:52:d4,0
78:21:84:93:50:20,0
78:21:84:93:51:5c,1000
78:21:84:93:4d:cc,1000
30:c6:f7:25:cd:d8,0
78:21:84:93:5e:b4,1000
78:21:84:93:4f:e4,0
78:21:84:93:47:d8,1000
78:21:84:93:4f:ec,0
78:21:84:93:56:50,0
78:21:84:93:5a:b0,0
78:21:84:93:50:cc,1000
78:21:84:93:5d:80,0
78:21:84:93:58:28,0
78:21:84:93:52:e0,0
78:21:84:93:50:f4,0
78:21:84:93:52:60,0
78:21:84:93:50:04,0
78:21:84:93:5a:08,0
78:21:84:93:52:b0,0
24:d7:eb:38:e1:08,0
24:d7:eb:38:e8:54,0
78:21:84:93:57:30,1000
78:21:84:93:5a:94,0
78:21:84:93:55:fc,0
78:21:84:93:57:e0,0
24:d7:eb:38:e6:cc,0
24:d7:eb:38:e0:a4,0
24:d7:eb:38:fe:ac,1000
24:d7:eb:38:ec:e4,0
78:21:84:93:54:54,0
24:d7:eb:38:d0:cc,0
78:21:84:93:51:d8,0
78:21:84:93:5e:ec,1000
78:21:84:93:45:4c,1000
78:21:84:93:5c:e8,0
78:21:84:93:5c:b8,0
78:21:84:93:4f:a0,0
78:21:84:93:5e:d8,0
24:d7:eb:38:e2:dc,0
78:21:84:93:56:00,0
78:21:84:93:5c:a4,1000
24:d7:eb:38:ec:a8,0
24:d7:eb:38:de:dc,0
24:d7:eb:38:c7:fc,0
78:21:84:93:4f:1c,0
24:d7:eb:38:c7:e8,0
24:d7:eb:38:d0:b0,0
24:d7:eb:38:fb:84,0
78:21:84:93:56:c8,0
78:21:84:93:58:70,1000
78:21:84:93:51:38,0
78:21:84:93:4d:c0,0
78:21:84:93:4f:e0,0
78:21:84:93:4f:94,0
78:21:84:93:51:2c,0
78:21:84:93:4f:bc,0
78:21:84:93:55:08,0
78:21:84:93:4f:ac,0
78:21:84:93:51:10,0
78:21:84:93:5b:0c,0
78:21:84:93:5b:8c,0
78:21:84:93:4e:44,0
24:d7:eb:39:00:48,0
24:d7:eb:38:e6:b8,0
80:B9:89:F0:2F:4A,0
bc:d0:74:22:92:ca,0
80:b9:89:f0:2f:4a,0
60:3e:5f:35:0f:39,0
92:e6:1f:f9:af:0f,0
2e:92:6d:13:1a:18,0
6e:20:b6:47:75:d6,0
b2:dd:de:db:04:b9,0
60:3e:5f:33:13:4a,0
a2:8d:d9:cc:8f:7f,0
7e:0a:cd:bc:9f:54,0
a2:b1:c6:cf:9c:08,0
d2:20:b0:d4:8c:2a,0
26:25:0c:b5:f6:ba,0
02:4b:80:93:99:cc,0
f8:b5:4d:95:e6:47,0
10:6f:d9:d1:80:89,90
c6:14:13:bf:89:64,0
42:c6:2b:83:dd:21,0
8c:f8:c5:50:8b:5b,0
66:04:58:7f:e9:86,0
d8:80:83:72:22:e5,0
6c:f6:da:65:7a:0c,0
d4:20:00:11:47:81,0
3e:ab:1d:C6:31:ab,0
b0:9c:63:96:bb:6f,0
a8:6e:84:a1:bc:27,0
96:3b:56:38:d9:fc,0
66:6d:37:a6:b2:c0,0
78:21:84:93:5c:f8,1000
b4:05:a1:91:bb:40,0
60:83:e7:4d:26:7e,0
a8:6e:84:a1:b5:71,0
a8:6e:84:a1:b7:2a,0
a8:6e:84:a1:bb:c8,0
a8:6e:84:a1:b7:9a,0
a8:6e:84:a1:b6:bb,0
a8:6e:84:a1:bd:3f,0
a8:6e:84:a1:b8:55,0
a8:6e:84:a1:ba:a0,0
a8:6e:84:a1:bc:20,0
a8:6e:84:a1:b7:5e,0
a8:6e:84:a1:b8:d8,0
a8:6e:84:a1:b9:8d,0
a8:6e:84:a1:b8:dd,0
a8:6e:84:a1:b7:8e,0
a8:6e:84:a1:b7:ae,0
a8:6e:84:a1:bc:f7,0
a8:6e:84:a1:b9:87,0
a8:6e:84:a1:b6:fb,0
a8:6e:84:a1:b7:d2,0
a8:6e:84:a1:bc:92,0
